pclass,sex,age,sibsp,parch,fare,cabin,embarked,boat
3,0,38.0,4,2,7.775,0,3,0
3,0,9.0,4,2,31.275,0,3,0
3,0,11.0,4,2,31.275,0,3,0
3,1,39.0,1,5,31.275,0,3,0
3,1,27.0,0,0,7.7958,0,3,5
3,1,26.0,0,0,7.775,0,3,0
3,0,39.0,1,5,31.275,0,3,0
3,1,20.0,0,0,7.8542,0,3,0
3,1,26.0,0,0,7.8958,0,3,0
3,1,25.0,1,0,17.8,0,3,0
3,0,18.0,1,0,17.8,0,3,0
3,1,24.0,0,0,7.775,0,3,0
3,1,35.0,0,0,7.05,0,3,0
3,1,5.0,4,2,31.3875,0,3,0
3,1,9.0,4,2,31.3875,0,3,0
3,1,3.0,4,2,31.3875,0,3,12
3,1,13.0,4,2,31.3875,0,3,0
3,0,5.0,4,2,31.3875,0,3,12
3,1,40.0,1,5,31.3875,0,3,0
3,1,23.0,0,0,7.7958,0,3,20
3,0,38.0,1,5,31.3875,0,3,12
3,0,45.0,0,0,7.225,0,2,25
3,1,21.0,0,0,7.225,0,2,0
3,1,23.0,0,0,7.05,0,3,0
3,0,17.0,0,0,14.4583,0,2,0
3,1,30.0,0,0,7.225,0,2,0
3,1,23.0,0,0,7.8542,0,3,0
3,0,13.0,0,0,7.2292,0,2,25
3,1,20.0,0,0,7.225,0,2,0
3,1,32.0,1,0,15.85,0,3,19
3,0,33.0,3,0,15.85,0,3,0
3,0,0.75,2,1,19.2583,0,2,25
3,0,0.75,2,1,19.2583,0,2,25
3,0,5.0,2,1,19.2583,0,2,25
3,0,24.0,0,3,19.2583,0,2,25
3,0,18.0,0,0,8.05,0,3,25
3,1,40.0,0,0,7.225,0,2,0
3,1,26.0,0,0,7.8958,0,3,0
3,1,20.0,0,0,7.2292,0,2,12
3,0,18.0,0,1,14.4542,0,2,0
3,0,45.0,0,1,14.4542,0,2,0
3,0,27.0,0,0,7.8792,0,1,0
3,1,22.0,0,0,8.05,0,3,0
3,1,19.0,0,0,8.05,0,3,0
3,1,26.0,0,0,7.775,0,3,0
3,1,22.0,0,0,9.35,0,3,0
3,1,0.0,0,0,7.2292,0,2,0
3,1,20.0,0,0,4.0125,0,2,0
3,1,32.0,0,0,56.4958,0,3,25
3,1,21.0,0,0,7.775,0,3,0
3,1,18.0,0,0,7.75,0,3,0
3,1,26.0,0,0,7.8958,0,3,0
3,1,6.0,1,1,15.2458,0,2,0
3,0,9.0,1,1,15.2458,0,2,0
3,1,0.0,0,0,7.225,0,2,0
3,0,0.0,0,2,15.2458,0,2,0
3,0,0.0,0,2,7.75,0,1,0
3,1,40.0,1,1,15.5,0,1,0
3,0,32.0,1,1,15.5,0,1,0
3,1,21.0,0,0,16.1,0,3,0
3,0,22.0,0,0,7.725,0,1,20
3,0,20.0,0,0,7.8542,0,3,0
3,1,29.0,1,0,7.0458,0,3,0
3,1,22.0,1,0,7.25,0,3,0
3,1,22.0,0,0,7.7958,0,3,0
3,1,35.0,0,0,8.05,0,3,0
3,0,18.5,0,0,7.2833,0,1,0
3,1,21.0,0,0,7.8208,0,1,20
3,1,19.0,0,0,6.75,0,1,0
3,0,18.0,0,0,7.8792,0,1,0
3,0,21.0,0,0,8.6625,0,3,0
3,0,30.0,0,0,8.6625,0,3,0
3,1,18.0,0,0,8.6625,0,3,0
3,1,38.0,0,0,8.6625,0,3,0
3,1,17.0,0,0,8.6625,0,3,0
3,1,17.0,0,0,8.6625,0,3,0
3,0,21.0,0,0,7.75,0,1,0
3,1,21.0,0,0,7.75,0,1,0
3,1,21.0,0,0,8.05,0,3,0
3,1,0.0,1,0,14.4583,0,2,0
3,0,0.0,1,0,14.4583,0,2,0
3,1,28.0,0,0,7.7958,0,3,0
3,1,24.0,0,0,7.8542,0,3,0
3,0,16.0,0,0,7.75,0,1,3
3,0,37.0,0,0,7.75,0,1,0
3,1,28.0,0,0,7.25,0,3,0
3,1,24.0,0,0,8.05,0,3,0
3,1,21.0,0,0,7.7333,0,1,0
3,1,32.0,0,0,56.4958,0,3,25
3,1,29.0,0,0,8.05,0,3,0
3,1,26.0,1,0,14.4542,0,2,0
3,1,18.0,1,0,14.4542,0,2,0
3,1,20.0,0,0,7.05,0,3,0
3,1,18.0,0,0,8.05,0,3,14
3,1,24.0,0,0,7.25,0,1,0
3,1,36.0,0,0,7.4958,0,3,0
3,1,24.0,0,0,7.4958,0,3,0
3,1,31.0,0,0,7.7333,0,1,0
3,1,31.0,0,0,7.75,0,1,0
3,0,22.0,0,0,7.75,0,1,20
3,0,30.0,0,0,7.6292,0,1,0
3,1,70.5,0,0,7.75,0,1,0
3,1,43.0,0,0,8.05,0,3,0
3,1,35.0,0,0,7.8958,0,3,0
3,1,27.0,0,0,7.8958,0,3,0
3,1,19.0,0,0,7.8958,0,3,0
3,1,30.0,0,0,8.05,0,3,0
3,1,9.0,1,1,15.9,0,3,21
3,1,3.0,1,1,15.9,0,3,21
3,0,36.0,0,2,15.9,0,3,21
3,1,59.0,0,0,7.25,0,3,0
3,1,19.0,0,0,8.1583,0,3,0
3,0,17.0,0,1,16.1,0,3,14
3,1,44.0,0,1,16.1,0,3,0
3,1,17.0,0,0,8.6625,0,3,0
3,1,22.5,0,0,7.225,0,2,0
3,1,45.0,0,0,8.05,0,3,12
3,0,22.0,0,0,10.5167,0,3,0
3,1,19.0,0,0,10.1708,0,3,0
3,0,30.0,0,0,6.95,0,1,12
3,1,29.0,0,0,7.75,0,1,16
3,1,0.3333,0,2,14.4,0,3,0
3,1,34.0,1,1,14.4,0,3,0
3,0,28.0,1,1,14.4,0,3,0
3,1,27.0,0,0,7.8958,0,3,0
3,1,25.0,0,0,7.8958,0,3,0
3,1,24.0,2,0,24.15,0,3,0
3,1,22.0,0,0,8.05,0,3,0
3,1,21.0,2,0,24.15,0,3,0
3,1,17.0,2,0,8.05,0,3,0
3,1,0.0,1,0,16.1,0,3,0
3,0,0.0,1,0,16.1,0,3,3
3,1,36.5,1,0,17.4,0,3,12
3,0,36.0,1,0,17.4,0,3,20
3,1,30.0,0,0,9.5,0,3,15
3,1,16.0,0,0,9.5,0,3,0
3,1,1.0,1,2,20.575,0,3,17
3,0,0.1667,1,2,20.575,0,3,17
3,1,26.0,1,2,20.575,0,3,0
3,0,33.0,1,2,20.575,0,3,17
3,1,25.0,0,0,7.8958,0,3,0
3,1,0.0,0,0,7.8958,0,3,0
3,1,0.0,0,0,7.8958,0,3,0
3,1,22.0,0,0,7.25,0,3,0
3,1,36.0,0,0,7.25,0,3,0
3,0,19.0,0,0,7.8792,0,1,25
3,1,17.0,0,0,7.8958,0,3,0
3,1,42.0,0,0,8.6625,0,3,0
3,1,43.0,0,0,7.8958,0,3,0
3,1,0.0,0,0,7.2292,0,2,0
3,1,32.0,0,0,7.75,0,1,0
3,1,19.0,0,0,8.05,0,3,2
3,0,30.0,0,0,12.475,0,3,20
3,0,24.0,0,0,7.75,0,1,0
3,0,23.0,0,0,8.05,0,3,0
3,1,33.0,0,0,7.8958,0,2,0
3,1,65.0,0,0,7.75,0,1,0
3,1,24.0,0,0,7.55,0,3,19
3,1,23.0,1,0,13.9,0,3,0
3,0,22.0,1,0,13.9,0,3,3
3,1,18.0,0,0,7.775,0,3,0
3,1,16.0,0,0,7.775,0,3,0
3,1,45.0,0,0,6.975,0,3,0
3,1,0.0,0,0,7.225,0,2,0
3,1,39.0,0,2,7.2292,0,2,0
3,1,17.0,1,1,7.2292,0,2,0
3,1,15.0,1,1,7.2292,0,2,0
3,1,47.0,0,0,7.25,0,3,0
3,0,5.0,0,0,12.475,0,3,20
3,1,0.0,0,0,7.225,0,2,0
3,1,40.5,0,0,15.1,0,3,0
3,1,40.5,0,0,7.75,0,1,0
3,1,0.0,0,0,7.05,0,3,12
3,1,18.0,0,0,7.7958,0,3,0
3,0,0.0,0,0,7.75,0,1,0
3,1,0.0,0,0,7.75,0,1,0
3,1,0.0,0,0,6.95,0,1,0
3,1,26.0,0,0,7.8792,0,1,0
3,1,0.0,0,0,7.75,0,1,0
3,1,0.0,0,0,56.4958,0,3,20
3,0,21.0,2,2,34.375,0,3,0
3,0,9.0,2,2,34.375,0,3,0
3,1,0.0,0,0,8.05,0,3,0
3,1,18.0,2,2,34.375,0,3,0
3,1,16.0,1,3,34.375,0,3,0
3,0,48.0,1,3,34.375,0,3,0
3,1,0.0,0,0,7.75,0,1,0
3,1,0.0,0,0,7.25,0,3,0
3,1,25.0,0,0,7.7417,0,1,0
3,1,0.0,0,0,14.5,0,3,0
3,1,0.0,0,0,7.8958,0,2,0
3,1,22.0,0,0,8.05,0,3,0
3,0,16.0,0,0,7.7333,0,1,3
3,0,0.0,0,0,7.75,0,1,20
3,1,9.0,0,2,20.525,0,3,7
3,1,33.0,1,1,20.525,0,3,0
3,1,41.0,0,0,7.85,0,3,0
3,0,31.0,1,1,20.525,0,3,7
3,1,38.0,0,0,7.05,0,3,0
3,1,9.0,5,2,46.9,0,3,0
3,1,1.0,5,2,46.9,0,3,0
3,1,11.0,5,2,46.9,0,3,0
3,0,10.0,5,2,46.9,0,3,0
3,0,16.0,5,2,46.9,0,3,0
3,1,14.0,5,2,46.9,0,3,0
3,1,40.0,1,6,46.9,0,3,0
3,0,43.0,1,6,46.9,0,3,0
3,1,51.0,0,0,8.05,0,3,0
3,1,32.0,0,0,8.3625,0,3,0
3,1,0.0,0,0,8.05,0,3,0
3,1,20.0,0,0,9.8458,0,3,0
3,1,37.0,2,0,7.925,0,3,0
3,1,28.0,2,0,7.925,0,3,0
3,1,19.0,0,0,7.775,0,3,0
3,0,24.0,0,0,8.85,0,3,0
3,0,17.0,0,0,7.7333,0,1,0
3,1,0.0,1,0,19.9667,0,3,0
3,1,0.0,1,0,19.9667,0,3,0
3,1,28.0,1,0,15.85,0,3,0
3,0,24.0,1,0,15.85,0,3,12
3,1,20.0,0,0,9.5,0,3,0
3,1,23.5,0,0,7.2292,0,2,0
3,1,41.0,2,0,14.1083,0,3,0
3,1,26.0,1,0,7.8542,0,3,0
3,1,21.0,0,0,7.8542,0,3,0
3,0,45.0,1,0,14.1083,0,3,15
3,0,0.0,0,0,7.55,0,3,0
3,1,25.0,0,0,7.25,0,3,2
3,1,0.0,0,0,6.8583,0,1,0
3,1,11.0,0,0,18.7875,0,2,0
3,0,0.0,0,0,7.75,0,1,3
3,1,27.0,0,0,6.975,0,3,12
3,1,0.0,0,0,56.4958,0,3,25
3,0,18.0,0,0,6.75,0,1,0
3,0,26.0,0,0,7.925,0,3,0
3,0,23.0,0,0,7.925,0,3,0
3,0,22.0,0,0,8.9625,0,3,25
3,1,28.0,0,0,7.8958,0,3,0
3,0,28.0,0,0,7.775,0,3,0
3,0,0.0,0,0,7.75,0,1,0
3,0,2.0,0,1,12.2875,0,3,12
3,0,22.0,1,1,12.2875,0,3,12
3,1,43.0,0,0,6.45,0,3,0
3,1,28.0,0,0,22.525,0,3,0
3,0,27.0,0,0,7.925,0,3,0
3,1,0.0,0,0,7.75,0,1,0
3,0,0.0,0,0,8.05,0,3,25
3,1,42.0,0,0,7.65,2,3,0
3,1,0.0,0,0,7.8875,0,3,25
3,1,30.0,0,0,7.2292,0,2,0
3,1,0.0,0,0,7.8958,0,3,0
3,0,27.0,1,0,7.925,0,3,0
3,0,25.0,1,0,7.925,0,3,0
3,1,0.0,0,0,7.8958,0,3,0
3,1,29.0,0,0,7.8958,0,2,12
3,1,21.0,0,0,7.7958,0,3,5
3,1,0.0,0,0,7.05,0,3,0
3,1,20.0,0,0,7.8542,0,3,0
3,1,48.0,0,0,7.8542,0,3,0
3,1,17.0,1,0,7.0542,0,3,0
3,0,0.0,0,0,7.75,0,1,19
3,1,0.0,0,0,8.1125,0,3,20
3,1,34.0,0,0,6.4958,0,3,0
3,1,26.0,0,0,7.775,0,3,12
3,1,22.0,0,0,7.7958,0,3,0
3,1,33.0,0,0,8.6542,0,3,0
3,1,31.0,0,0,7.775,0,3,0
3,1,29.0,0,0,7.8542,0,3,0
3,1,4.0,1,1,11.1333,0,3,12
3,0,1.0,1,1,11.1333,0,3,12
3,1,49.0,0,0,0.0,0,3,0
3,1,33.0,0,0,7.775,0,3,0
3,1,19.0,0,0,0.0,0,3,0
3,0,27.0,0,2,11.1333,0,3,12
3,1,0.0,1,2,23.45,0,3,0
3,0,0.0,1,2,23.45,0,3,0
3,1,0.0,1,2,23.45,0,3,0
3,0,0.0,1,2,23.45,0,3,0
3,1,23.0,0,0,7.8958,0,3,0
3,1,32.0,0,0,7.8542,0,3,12
3,1,27.0,0,0,7.8542,0,3,0
3,0,20.0,1,0,9.825,0,3,0
3,0,21.0,1,0,9.825,0,3,0
3,1,32.0,0,0,7.925,0,3,12
3,1,17.0,0,0,7.125,0,3,0
3,1,21.0,0,0,8.4333,0,3,0
3,1,30.0,0,0,7.8958,0,3,0
3,1,21.0,0,0,7.7958,0,3,20
3,1,33.0,0,0,7.8542,0,3,0
3,1,22.0,0,0,7.5208,0,3,0
3,0,4.0,0,1,13.4167,0,2,12
3,1,39.0,0,1,13.4167,0,2,12
3,1,0.0,0,0,7.2292,0,2,0
3,1,18.5,0,0,7.2292,0,2,0
3,1,0.0,0,0,7.75,0,1,0
3,1,0.0,0,0,7.25,0,3,5
3,0,0.0,0,0,7.75,0,1,3
3,0,0.0,0,0,7.75,0,1,19
3,1,34.5,0,0,7.8292,0,1,0
3,1,44.0,0,0,8.05,0,3,0
3,1,0.0,0,0,7.75,0,1,0
3,1,0.0,1,0,14.4542,0,2,0
3,0,0.0,1,0,14.4542,0,2,0
3,1,0.0,1,0,7.75,0,1,0
3,1,0.0,1,0,7.75,0,1,0
3,1,0.0,0,0,7.7375,0,1,0
3,0,22.0,2,0,8.6625,0,3,0
3,1,26.0,2,0,8.6625,0,3,0
3,0,4.0,0,2,22.025,0,3,21
3,1,29.0,3,1,22.025,0,3,21
3,0,26.0,1,1,22.025,0,3,21
3,0,1.0,1,1,12.1833,0,3,0
3,1,18.0,1,1,7.8542,0,3,0
3,0,36.0,0,2,12.1833,0,3,0
3,1,0.0,0,0,7.8958,0,2,0
3,1,25.0,0,0,7.2292,184,2,17
3,1,0.0,0,0,7.225,0,2,0
3,0,37.0,0,0,9.5875,0,3,0
3,1,0.0,0,0,7.8958,0,3,0
3,1,0.0,0,0,56.4958,0,3,25
3,1,0.0,0,0,56.4958,0,3,0
3,0,22.0,0,0,7.25,0,3,20
3,1,0.0,0,0,7.75,0,1,0
3,1,26.0,0,0,56.4958,0,3,13
3,1,29.0,0,0,9.4833,0,3,0
3,1,29.0,0,0,7.775,0,3,0
3,1,22.0,0,0,7.775,0,3,0
3,1,22.0,0,0,7.225,0,2,6
3,1,0.0,3,1,25.4667,0,3,0
3,0,0.0,3,1,25.4667,0,3,0
3,0,0.0,3,1,25.4667,0,3,0
3,0,0.0,3,1,25.4667,0,3,0
3,0,0.0,0,4,25.4667,0,3,0
3,1,32.0,0,0,7.925,0,3,0
3,1,34.5,0,0,6.4375,0,2,0
3,0,0.0,1,0,15.5,0,1,0
3,1,0.0,1,0,15.5,0,1,0
3,1,36.0,0,0,0.0,0,3,0
3,1,39.0,0,0,24.15,0,3,0
3,1,24.0,0,0,9.5,0,3,0
3,0,25.0,0,0,7.775,0,3,0
3,0,45.0,0,0,7.75,0,3,0
3,1,36.0,1,0,15.55,0,3,5
3,0,30.0,1,0,15.55,0,3,5
3,1,20.0,1,0,7.925,0,3,12
3,1,0.0,0,0,7.8792,0,1,0
3,1,28.0,0,0,56.4958,0,3,0
3,1,0.0,0,0,7.55,0,3,0
3,1,30.0,1,0,16.1,0,3,0
3,0,26.0,1,0,16.1,0,3,0
3,1,0.0,0,0,7.8792,0,3,0
3,1,20.5,0,0,7.25,0,3,0
3,1,27.0,0,0,8.6625,0,3,12
3,1,51.0,0,0,7.0542,0,3,0
3,0,23.0,0,0,7.8542,0,3,17
3,1,32.0,0,0,7.5792,0,3,12
3,1,0.0,0,0,7.8958,0,3,0
3,1,0.0,0,0,7.55,0,3,0
3,0,0.0,0,0,7.75,0,1,12
3,1,24.0,0,0,7.1417,0,3,20
3,1,22.0,0,0,7.125,0,3,0
3,0,0.0,0,0,7.8792,0,1,0
3,1,0.0,0,0,7.75,0,1,0
3,1,0.0,0,0,8.05,0,3,0
3,1,29.0,0,0,7.925,0,3,0
3,1,0.0,0,0,7.2292,0,2,12
3,0,30.5,0,0,7.75,0,1,0
3,0,0.0,0,0,7.7375,0,1,3
3,1,0.0,0,0,7.2292,172,2,0
3,1,35.0,0,0,7.8958,0,2,0
3,1,33.0,0,0,7.8958,0,3,0
3,0,0.0,0,0,7.225,0,2,25
3,1,0.0,0,0,7.8958,0,2,0
3,0,0.0,0,0,7.75,0,1,11
3,1,0.0,0,0,7.75,0,1,0
3,0,0.0,2,0,23.25,0,1,3
3,0,0.0,2,0,23.25,0,1,3
3,1,0.0,2,0,23.25,0,1,3
3,0,0.0,0,0,7.7875,0,1,20
3,1,0.0,0,0,15.5,0,1,0
3,0,0.0,0,0,7.8792,0,1,20
3,0,15.0,0,0,8.0292,0,1,0
3,0,35.0,0,0,7.75,0,1,0
3,1,0.0,0,0,7.75,0,1,0
3,1,24.0,1,0,16.1,0,3,0
3,0,19.0,1,0,16.1,0,3,0
3,0,0.0,0,0,7.75,0,1,0
3,0,0.0,0,0,8.05,0,3,0
3,0,0.0,0,0,8.05,0,3,0
3,1,55.5,0,0,8.05,0,3,0
3,1,0.0,0,0,7.75,0,1,0
3,1,21.0,0,0,7.775,0,3,12
3,1,0.0,0,0,8.05,0,3,0
3,1,24.0,0,0,7.8958,0,3,0
3,1,21.0,0,0,7.8958,0,3,0
3,1,28.0,0,0,7.8958,0,3,0
3,1,0.0,0,0,7.8958,0,3,0
3,0,0.0,0,0,7.8792,0,1,3
3,1,25.0,0,0,7.65,156,3,0
3,1,6.0,0,1,12.475,26,3,13
3,0,27.0,0,1,12.475,26,3,13
3,1,0.0,0,0,8.05,0,3,0
3,0,0.0,1,0,24.15,0,1,3
3,1,0.0,1,0,24.15,0,1,0
3,1,0.0,0,0,8.4583,0,1,0
3,1,34.0,0,0,8.05,0,3,0
3,1,0.0,0,0,7.75,0,1,0
3,1,0.0,0,0,7.775,0,3,2
3,1,0.0,1,1,15.2458,0,2,25
3,1,0.0,1,1,15.2458,0,2,25
3,0,0.0,0,2,15.2458,0,2,25
3,0,0.0,0,0,7.2292,0,2,0
3,1,0.0,0,0,8.05,0,3,0
3,0,0.0,0,0,7.7333,0,1,3
3,0,24.0,0,0,7.75,0,1,12
3,1,0.0,0,0,8.05,0,3,0
3,0,0.0,1,0,15.5,0,1,3
3,0,0.0,1,0,15.5,0,1,3
3,0,0.0,0,0,15.5,0,1,3
3,1,18.0,0,0,7.75,0,3,0
3,1,22.0,0,0,7.8958,0,3,0
3,0,15.0,0,0,7.225,0,2,25
3,0,1.0,0,2,15.7417,0,2,25
3,1,20.0,1,1,15.7417,0,2,25
3,0,19.0,1,1,15.7417,0,2,25
3,1,33.0,0,0,8.05,0,3,0
3,1,0.0,0,0,7.8958,0,3,0
3,1,0.0,0,0,7.2292,0,2,0
3,0,0.0,0,0,7.75,0,1,0
3,1,0.0,0,0,7.8958,0,3,0
3,1,12.0,1,0,11.2417,0,2,25
3,0,14.0,1,0,11.2417,0,2,25
3,0,29.0,0,0,7.925,0,3,0
3,1,28.0,0,0,8.05,0,3,0
3,0,18.0,0,0,7.775,0,3,19
3,0,26.0,0,0,7.8542,0,3,20
3,1,21.0,0,0,7.8542,0,3,0
3,1,41.0,0,0,7.125,0,3,0
3,1,39.0,0,0,7.925,0,3,26
3,1,21.0,0,0,7.8,0,3,0
3,1,28.5,0,0,7.2292,0,2,0
3,0,22.0,0,0,7.75,0,3,20
3,1,61.0,0,0,6.2375,0,3,0
3,1,0.0,1,0,15.5,0,1,0
3,1,0.0,0,0,7.8292,0,1,0
3,0,0.0,1,0,15.5,0,1,0
3,1,0.0,0,0,7.7333,0,1,0
3,1,0.0,0,0,7.75,0,1,0
3,1,0.0,0,0,7.75,0,1,0
3,1,23.0,0,0,9.225,0,3,0
3,0,0.0,0,0,7.75,0,1,0
3,0,0.0,0,0,7.75,0,1,19
3,0,0.0,0,0,7.8792,0,1,0
3,0,22.0,0,0,7.775,0,3,25
3,1,0.0,0,0,7.75,0,1,2
3,0,0.0,0,0,7.8292,0,1,20
3,1,9.0,0,1,3.1708,0,3,20
3,1,28.0,0,0,22.525,0,3,0
3,1,42.0,0,1,8.4042,0,3,0
3,1,0.0,0,0,7.3125,0,3,0
3,0,31.0,0,0,7.8542,0,3,0
3,1,28.0,0,0,7.8542,0,3,0
3,1,32.0,0,0,7.775,0,3,5
3,1,20.0,0,0,9.225,0,3,0
3,0,23.0,0,0,8.6625,0,3,0
3,0,20.0,0,0,8.6625,0,3,0
3,1,20.0,0,0,8.6625,0,3,0
3,1,16.0,0,0,9.2167,0,3,0
3,0,31.0,0,0,8.6833,0,3,0
3,0,0.0,0,0,7.6292,0,1,0
3,1,2.0,3,1,21.075,0,3,0
3,1,6.0,3,1,21.075,0,3,0
3,0,3.0,3,1,21.075,0,3,0
3,0,8.0,3,1,21.075,0,3,0
3,0,29.0,0,4,21.075,0,3,0
3,1,1.0,4,1,39.6875,0,3,0
3,1,7.0,4,1,39.6875,0,3,0
3,1,2.0,4,1,39.6875,0,3,0
3,1,16.0,4,1,39.6875,0,3,0
3,1,14.0,4,1,39.6875,0,3,0
3,0,41.0,0,5,39.6875,0,3,0
3,1,21.0,0,0,8.6625,0,3,0
3,1,19.0,0,0,14.5,0,3,0
3,1,0.0,0,0,8.7125,0,2,0
3,1,32.0,0,0,7.8958,0,3,0
3,1,0.75,1,1,13.775,0,3,0
3,0,3.0,1,1,13.775,0,3,0
3,0,26.0,0,2,13.775,0,3,0
3,1,0.0,0,0,7.0,0,3,0
3,1,0.0,0,0,7.775,0,3,0
3,1,0.0,0,0,8.05,0,3,0
3,1,21.0,0,0,7.925,0,3,0
3,1,25.0,0,0,7.925,0,3,0
3,1,22.0,0,0,7.25,0,3,0
3,1,25.0,1,0,7.775,0,3,12
3,1,0.0,1,1,22.3583,0,2,25
3,0,0.0,1,1,22.3583,6,2,19
3,0,0.0,0,2,22.3583,0,2,19
3,0,0.0,0,0,8.1375,0,1,0
3,1,24.0,0,0,8.05,0,3,0
3,0,28.0,0,0,7.8958,0,3,0
3,1,19.0,0,0,7.8958,0,3,0
3,1,0.0,0,0,7.8958,0,3,0
3,1,25.0,1,0,7.775,0,3,0
3,0,18.0,0,0,7.775,0,3,0
3,1,32.0,0,0,8.05,124,3,26
3,1,0.0,0,0,7.8958,0,3,0
3,1,17.0,0,0,8.6625,0,3,0
3,1,24.0,0,0,8.6625,0,3,0
3,1,0.0,0,0,7.8958,0,3,0
3,0,0.0,0,0,8.1125,0,3,0
3,1,0.0,0,0,7.2292,0,2,0
3,1,0.0,0,0,7.25,0,3,0
3,1,38.0,0,0,7.8958,0,3,0
3,1,21.0,0,0,8.05,0,3,0
3,1,10.0,4,1,29.125,0,1,0
3,1,4.0,4,1,29.125,0,1,0
3,1,7.0,4,1,29.125,0,1,0
3,1,2.0,4,1,29.125,0,1,0
3,1,8.0,4,1,29.125,0,1,0
3,0,39.0,0,5,29.125,0,1,0
3,0,22.0,0,0,39.6875,0,3,0
3,1,35.0,0,0,7.125,0,3,0
3,0,0.0,0,0,7.7208,0,1,20
3,1,0.0,0,0,14.5,0,3,0
3,0,0.0,0,0,14.5,0,3,0
3,1,50.0,1,0,14.5,0,3,0
3,0,47.0,1,0,14.5,0,3,0
3,1,0.0,0,0,8.05,0,3,0
3,1,0.0,0,0,7.775,0,3,0
3,0,2.0,1,1,20.2125,0,3,0
3,1,18.0,1,1,20.2125,0,3,0
3,0,41.0,0,2,20.2125,0,3,0
3,0,0.0,0,0,8.05,0,3,25
3,1,50.0,0,0,8.05,0,3,0
3,1,16.0,0,0,8.05,0,3,0
3,1,0.0,0,0,7.75,0,1,13
3,1,0.0,0,0,24.15,0,1,0
3,1,0.0,0,0,7.2292,0,2,0
3,1,25.0,0,0,7.225,0,2,0
3,1,0.0,0,0,7.225,0,2,0
3,1,0.0,0,0,7.7292,0,1,0
3,1,0.0,0,0,7.575,0,3,0
3,1,38.5,0,0,7.25,0,3,0
3,1,0.0,8,2,69.55,0,3,0
3,1,14.5,8,2,69.55,0,3,0
3,0,0.0,8,2,69.55,0,3,0
3,0,0.0,8,2,69.55,0,3,0
3,0,0.0,8,2,69.55,0,3,0
3,0,0.0,8,2,69.55,0,3,0
3,1,0.0,8,2,69.55,0,3,0
3,1,0.0,8,2,69.55,0,3,0
3,1,0.0,8,2,69.55,0,3,0
3,1,0.0,1,9,69.55,0,3,0
3,0,0.0,1,9,69.55,0,3,0
3,1,24.0,0,0,9.325,0,3,0
3,0,21.0,0,0,7.65,0,3,25
3,1,39.0,0,0,7.925,0,3,0
3,1,0.0,2,0,21.6792,0,2,0
3,1,0.0,2,0,21.6792,0,2,0
3,1,0.0,2,0,21.6792,0,2,0
3,0,1.0,1,1,16.7,93,3,20
3,0,24.0,0,2,16.7,93,3,20
3,0,4.0,1,1,16.7,93,3,20
3,1,25.0,0,0,9.5,0,3,15
3,1,20.0,0,0,8.05,0,3,0
3,1,24.5,0,0,8.05,0,3,0
3,1,0.0,0,0,7.725,0,1,0
3,1,0.0,0,0,7.8958,0,3,0
3,1,0.0,0,0,7.75,0,1,0
3,1,29.0,0,0,9.5,0,3,15
3,1,0.0,0,0,15.1,0,3,0
3,0,0.0,0,0,7.7792,0,1,0
3,1,0.0,0,0,8.05,0,3,0
3,1,0.0,0,0,8.05,0,3,0
3,1,22.0,0,0,7.2292,0,2,0
3,1,0.0,0,0,8.05,0,3,0
3,1,40.0,0,0,7.8958,0,3,0
3,1,21.0,0,0,7.925,0,3,0
3,0,18.0,0,0,7.4958,0,3,3
3,1,4.0,3,2,27.9,0,3,0
3,1,10.0,3,2,27.9,0,3,0
3,0,9.0,3,2,27.9,0,3,0
3,0,2.0,3,2,27.9,0,3,0
3,1,40.0,1,4,27.9,0,3,0
3,0,45.0,1,4,27.9,0,3,0
3,1,0.0,0,0,7.8958,0,3,0
3,1,0.0,0,0,8.05,0,3,0
3,1,0.0,0,0,8.6625,0,3,0
3,1,0.0,0,0,7.75,0,1,0
3,0,0.0,0,0,7.7333,0,1,20
3,1,19.0,0,0,7.65,156,3,0
3,1,30.0,0,0,8.05,0,3,0
3,1,0.0,0,0,8.05,0,3,0
3,1,32.0,0,0,8.05,0,3,0
3,1,0.0,0,0,7.8958,0,3,0
3,1,33.0,0,0,8.6625,0,2,0
3,0,23.0,0,0,7.55,0,3,25
3,1,21.0,0,0,8.05,0,3,0
3,1,60.5,0,0,0.0,0,3,0
3,1,19.0,0,0,7.8958,0,3,0
3,0,22.0,0,0,9.8375,0,3,0
3,1,31.0,0,0,7.925,0,3,26
3,1,27.0,0,0,8.6625,0,3,0
3,0,2.0,0,1,10.4625,93,3,0
3,0,29.0,1,1,10.4625,93,3,0
3,1,16.0,0,0,8.05,0,3,2
3,1,44.0,0,0,7.925,0,3,12
3,1,25.0,0,0,7.05,0,3,0
3,1,74.0,0,0,7.775,0,3,0
3,1,14.0,0,0,9.225,0,3,20
3,1,24.0,0,0,7.7958,0,3,0
3,1,25.0,0,0,7.7958,0,3,23
3,1,34.0,0,0,8.05,0,3,0
3,1,0.4167,0,1,8.5167,0,2,3
3,1,0.0,1,0,6.4375,0,2,0
3,1,0.0,0,0,6.4375,0,2,0
3,1,0.0,0,0,7.225,0,2,0
3,0,16.0,1,1,8.5167,0,2,13
3,1,0.0,0,0,8.05,0,3,0
3,1,0.0,1,0,16.1,0,3,0
3,0,0.0,1,0,16.1,0,3,17
